name,movie_title,number_of_lines,age_bracket,profession,religion,country_of_origin,additional_info,quote,annotated,speaker_id,movie_id,gender,description,source
joan,the messenger,275,Teen,"Solider, Missionary",Catholic,France,,"May God forgive your blasphemy, because I never will!",True,u8329,m565,A woman,"As a child, Joan has a violent and supernatural vision. Joan, while hiding, witnesses the brutal murder and rape of her sister. As a teenager, clad in armor, Joan leads the French army to the besieged city of Orléans. She gives the English a chance to surrender, which they refuse. Later, charged with the crime of heresy, based on her claim of visions and signs from God, she is tried in an ecclesiastical court proceeding. Finally, she is burned alive. ",https://en.wikipedia.org/wiki/The_Messenger:_The_Story_of_Joan_of_Arc
chris,platoon,59,Young Adult,Soldier,Unknown,USA,,"Maybe from down here I can start up again and be something I can be proud of, without having to fake it.",True,u7078,m474,A man,"Being a college drop-out, Chris Taylor abandons his typical American lifestyle to adopt a life of combat and to serve in Vietnam. Once he arrives, he discovers the true horrors of war, seeing the maimed bodies of American soldiers. Chris Taylor does achieve his goal in seeking revenge and returns home, but weeps as he sees the destruction the Americans caused.",https://deadliestfiction.fandom.com/wiki/Chris_Taylor
jamie,a walk to remember,181,Young Adult,High School Student; Orphanage Worker,Christian,USA,Played by Mandy Moore.,Maybe God has a bigger plan for me than I had for myself. Like this journey never ends. Like you were sent to me because I'm sick. To help me through all this. You're my angel.,True,u3819,m252,A woman,"Jamie Elizabeth Sullivan Carter is the daughter of the Beaufort church minister Hegbert Sullivan and is the main female character of A Walk To Remember. Her mother died shortly after giving birth to her, and her father raised her all by himself. She is very religious, happy and kind. At the age of 17, she fell in love with a boy having a totally opposite personality named Landon Carter, who had been in her class since kindergarten. Later, it was revealed that she'd got leukemia and despite knowing this, Landon married her and she died soon after.",https://awalktoremember.fandom.com/wiki/Jamie_Sullivan_Carter
sidney,sweet smell of success,156,Adult,Press Agent,Unknown,USA,,Maybe I left my sense of humor in my other suit.,True,u8065,m546,A man,"Sidney Falco has been pushing his clients through Hunsecker’s column for years. Sidney Falco, a sleazy and unscrupulous press agent, is employed to break up Hunsecker's sister's affair by any means possible. Sidney Falco is consumed by desperate ambition and hates himself because of it; he will do anything to gain the admiration of Hunsecker.",https://en.wikipedia.org/wiki/Sweet_Smell_of_Success
luke,stepmom,97,Adult,Attorney,Unknown,USA,,Maybe we should tell them the truth. They can handle it. It should've been me instead of you.,True,u7884,m533,A man,"Luke Harrison is the ex-husband of Jackie Harrison. At the start of the film, Luke, an attorney, is living with his girlfriend of one year, Isabel Kelly, a successful fashion photographer several years his junior. After many arguments and hurt feelings involving Isabel, Jackie, and Anna, Luke proposes to Isabel, making her Anna and Ben's future official stepmother. This causes even more friction. ",https://en.wikipedia.org/wiki/Stepmom_(1998_film)
hannah,hannah and her sisters,198,Adult,Former Actress,Unknown,USA,,Maybe when she's 80 she'll stop straightening her garter belt.,True,u5746,m380,A woman,"Hannah holds two Thanksgiving dinners for her family. By the time of the film's third Thanksgiving, Hannah and Elliot have reconciled their marriage",https://en.wikipedia.org/wiki/Hannah_and_Her_Sisters
luciano,mobsters,156,Young Adult,Gangster,Unknown,USA,,"Meyer, from now on, you and me gotta agree. So if I start getting a swelled head, just shoot me. It'd be a lot less painful.",True,u2105,m136,A man,"Charlie 'Lucky' Luciano aspires to undermine the town's brutal dictators and replace their regime with egalitarian politics. When Don Faranzano assaults Charlie's father, and Don Masseria stands by indifferently while his nephew, a good friend of Charlie's, is murdered, Charlie recruits his Italian-American companion, Frank Costello, and the two toughest Jewish boys in the neighborhood, Meyer Lansky and Benjamin ""Bugsy"" Siegel, to subvert the dons' power. Following Charlie's lead, the team pledges to protect the community and get rich at the same time. Finally getting his revenge for his father's death, Charlie orders his three friends to throw Faranzano out the skyscraper window. Despite the violence in the film, at the end, Charlie declares he is not interested in being a mobster because he does not wish to perpetuate violence. He declines being the mafia boss. ",https://en.wikipedia.org/wiki/Salvatore_Maranzano
martins,the third man,236,Adult,Novelist,Unknown,USA,,Mind if I use that line in my next Western?,True,u8218,m558,A man,"American Holly Martins arrives in the city to accept a job with his friend Harry Lime, only to learn that Lime has died. Viewing his death as suspicious, Martins elects to stay in Vienna and investigate the matter. Martins finds Lime at the grating, and hears Calloway shouting to shoot Lime on sight, Lime and Martins exchange a look, and then Martins shoots and kills Lime, using Paine's pistol. Martins attends Lime's second funeral.",https://en.wikipedia.org/wiki/The_Third_Man
david lee,sounder,145,Teen,Schoolkid,Christian,USA,David Lee is at the youngest end of the teen bracket (12-13). ,Miss Johnson? Don't you teach in your school about folk who ain't dead?,True,u7739,m524,A man,"David Lee, the oldest son, is a bright boy who loves to hunt with his father Nathan Lee and their dog Sounder, but is only able to attend school sporadically in between helping his mother Rebecca on the farm. When his father is arrested and sentenced to a year at hard labor, David sets out to find the labor camp where his father is being held. He never does, but he comes across a black school where the teacher talks to him of some of the accomplishments of blacks in America. He decides that he would like to attend her school; by special dispensation, he had been attending a segregated school near his home as sort of a back-row, second-class student.",https://en.wikipedia.org/wiki/Sounder_(film)
chip,serial mom,52,Teen,High School Student,Christian,USA,,"Mom, are you a serial killer?",True,u2650,m173,,"Chip is Beverly's son. He is in his late teens and he likes horror movies. He works at a video store and is worried about his mother and the fact she might be a serial killer. Nonetheless, he then profits off of her notoriety. ",https://en.wikipedia.org/wiki/The_Prodigy_(film)
marla,fight club,90,Adult,Unemployed,Unknown,UA, ,More than one side? You're Dr. Jekyll and Mr. Jackass!,True,u5265,m348,A woman,Marla is the love and hate interest in Tyler’s life. She is a prostitute working the streets.,https://fightclub.fandom.com/wiki/Marla_Singer
yorgi,xxx,33,Adult,Terrorist; Founder and Leader of Anarchy 9,Unknown,Russia,Played by Marton Csokas ,"Most people talk a lot, few are up for the moment. Welcome to Anarchy Ninety-nine.",True,u9001,m613,A man,"Former soldier in the army of the Soviet Union, now a wealthy hedonist owning a string of locations around Eastern Europe, including a castle and nightclubs. Yorgi is also the leader of Anarchy 99, a group of militant anarchists with a disdain for all forms of government and authority, and society in general. His ultimate aim is complete lawlessness across the world he aims to start this by unleashing 'silent night' a posionous gas on the city of Prague via waterborne drone ('Ahab'). Yorgi is a very manipulative, ruthless and cold person who enjoys parties but also murdering and wreaking havoc. His supposed reason behind his desire for anarchy was due to the loss of his fellow countrymen during the Second Chechen War, as he feels that politics did nothing but to spread death for their own cause.
Despite his anarchistic ways, he genuinely loved his brother Kolya as he mourned for his death, even attempting to kill Xander for causing it after learning about his occupation as a new NSA agent, proving to be quite vengeful. He si ultimately killed by Xander Cage when he tries to escape on a high-powered boat,  Xander manages to shoot him with his gun, which makes Yorgi lose control about his boat and crash it into the rocks, killing him instantly. Xander would later destroy Ahab by ejecting out its main hard drive from the drone to save Prague; thus Yorgi's plans for absolute anarchy have died in vain.",https://en.wikipedia.org/wiki/XXX_(2002_film)
